TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountPercent,payment type
157,2025-05-04,1017,2097,402,1.0,757.89,13.0,Cash
158,2025-05-04,1059,2042,402,0.0,0.0,24.0,CreditCard
159,2025-05-04,1070,2018,402,2.0,0.0,1.0,Online
160,2025-05-04,1044,2014,401,1.0,886.68,7.0,Online
161,2025-05-04,1003,2045,402,2.0,499.42,19.0,Online
162,2025-05-04,1004,2022,403,0.0,671.18,6.0,Online
163,2025-05-04,1032,2094,404,0.0,493.35,20.0,CreditCard
164,2025-05-04,1190,2008,404,3.0,266.36,17.0,Cash
165,2025-05-04,1199,2046,401,3.0,167.15,18.0,Cash
166,2025-05-04,1128,2028,401,2.0,2041.41,12.0,Cash
167,2025-05-04,1117,2082,401,0.0,799.8,8.0,Online
168,2025-05-04,1122,2051,404,0.0,234.64,0.0,CreditCard
169,2025-05-04,1125,2091,404,0.0,1811.58,21.0,Online
170,2025-05-04,1020,2041,402,0.0,0.0,23.0,CreditCard
172,2025-05-04,1152,2067,403,3.0,872.85,12.0,CreditCard
173,2025-05-04,1129,2077,404,0.0,2809.15,22.0,Online
174,2025-05-04,1179,2014,402,3.0,738.9,16.0,Online
175,2025-05-04,1115,2029,404,2.0,0.0,20.0,Online
176,2025-05-04,1116,2051,404,0.0,351.96,6.0,Cash
178,2025-05-04,1095,2019,404,0.0,933.93,15.0,Online
179,2025-05-04,1023,2010,401,3.0,0.0,2.0,Cash
181,2025-05-04,1142,2007,403,0.0,583.39,16.0,CreditCard
182,2025-05-04,1105,2045,404,0.0,624.28,6.0,CreditCard
183,2025-05-04,1073,2076,403,2.0,1934.57,12.0,Online
184,2025-05-04,1026,2073,402,1.0,1797.95,4.0,Online
185,2025-05-04,1168,2061,402,0.0,599.76,3.0,Cash
186,2025-05-04,1089,2071,403,0.0,0.0,25.0,CreditCard
187,2025-05-04,1195,2035,402,3.0,0.0,15.0,CreditCard
188,2025-05-04,1143,2098,401,2.0,2178.86,12.0,Online
189,2025-05-04,1007,2023,403,2.0,751.63,17.0,CreditCard
190,2025-05-04,1086,2044,401,1.0,373.64,1.0,Online
191,2025-05-04,1036,2072,404,0.0,1260.9,8.0,Cash
192,2025-05-04,1036,2094,401,0.0,2466.75,23.0,Cash
193,2025-05-04,1191,2067,402,3.0,872.85,14.0,Online
194,2025-05-04,1107,2058,403,1.0,1800.22,10.0,CreditCard
195,2025-05-04,1094,2039,403,0.0,1952.88,15.0,Cash
196,2025-05-04,1013,2019,402,0.0,0.0,21.0,Online
197,2025-05-04,1172,2010,403,3.0,0.0,11.0,Cash
198,2025-05-04,1169,2054,404,3.0,900.51,18.0,CreditCard
199,2025-05-04,1106,2034,402,0.0,136.17,24.0,Cash
200,2025-05-04,1088,2055,401,2.0,129.46,16.0,CreditCard
201,2025-05-04,1173,2086,404,2.0,715.28,23.0,CreditCard
202,2025-05-04,1011,2028,404,0.0,0.0,8.0,CreditCard
203,2025-05-04,1001,2026,403,1.0,190.4,15.0,Online
204,2025-05-04,1196,2017,403,2.0,370.96,3.0,Online
205,2025-05-04,1083,2015,401,3.0,0.0,22.0,CreditCard
206,2025-05-04,1191,2055,402,1.0,48.55,23.0,CreditCard
207,2025-05-04,1097,2068,402,2.0,1312.38,20.0,Online
208,2025-05-04,1018,2050,401,3.0,0.0,20.0,Online
209,2025-05-04,1004,2058,401,2.0,1066.8,16.0,CreditCard
210,2025-05-04,1147,2054,404,3.0,2701.53,20.0,Online
211,2025-05-04,1074,2014,404,0.0,738.9,20.0,Online
212,2025-05-04,1083,2021,404,2.0,668.33,12.0,Cash
213,2025-05-04,1022,2055,401,1.0,97.09,23.0,Online
214,2025-05-04,1111,2075,404,0.0,1561.28,9.0,Online
215,2025-05-04,1101,2039,403,1.0,2636.39,20.0,CreditCard
216,2025-05-04,1085,2099,402,0.0,646.32,15.0,Cash
217,2025-05-04,1130,2081,401,1.0,1343.2,21.0,CreditCard
218,2025-05-04,1198,2044,403,1.0,186.82,10.0,Online
219,2025-05-04,1060,2013,402,2.0,0.0,3.0,CreditCard
220,2025-05-04,1050,2022,402,0.0,671.18,17.0,Cash
221,2025-05-04,1045,2098,404,3.0,907.86,24.0,CreditCard
222,2025-05-04,1193,2072,404,2.0,1681.2,0.0,Online
223,2025-05-04,1160,2040,402,3.0,138.16,0.0,Cash
224,2025-05-04,1017,2060,404,2.0,0.0,10.0,Online
225,2025-05-04,1070,2075,401,2.0,624.51,25.0,Online
226,2025-05-04,1129,2009,403,3.0,198.93,21.0,Cash
227,2025-05-04,1115,2004,401,2.0,2225.4,0.0,Online
228,2025-05-04,1073,2009,401,3.0,66.31,22.0,Cash
229,2025-05-04,1118,2074,401,3.0,659.5,17.0,Cash
230,2025-05-04,1146,2083,402,2.0,614.53,15.0,Online
231,2025-05-04,1154,2060,402,0.0,408.38,22.0,Online
232,2025-05-04,1115,2013,403,0.0,2806.08,9.0,CreditCard
233,2025-05-04,1129,2082,402,0.0,1066.4,8.0,CreditCard
234,2025-05-04,1063,2090,404,3.0,71.64,1.0,Cash
235,2025-05-04,1134,2066,402,2.0,1238.54,0.0,CreditCard
236,2025-05-04,1095,2036,404,3.0,653.94,21.0,CreditCard
237,2025-05-04,1198,2043,401,2.0,1397.52,2.0,Online
238,2025-05-04,1016,2042,401,3.0,0.0,22.0,Online
239,2025-05-04,1072,2032,402,2.0,1512.96,13.0,Cash
240,2025-05-04,1020,2074,402,2.0,527.6,4.0,Cash
241,2025-05-04,1079,2083,404,1.0,691.34,20.0,Online
242,2025-05-04,1152,2090,401,2.0,57.31,9.0,Online
243,2025-05-04,1143,2048,403,1.0,0.0,17.0,CreditCard
244,2025-05-04,1171,2089,401,3.0,1654.08,3.0,CreditCard
245,2025-05-04,1130,2046,401,2.0,106.98,19.0,CreditCard
246,2025-05-04,1079,2023,402,2.0,3006.53,6.0,CreditCard
247,2025-05-04,1196,2062,402,1.0,1114.85,19.0,Cash
248,2025-05-04,1035,2019,401,2.0,0.0,3.0,CreditCard
249,2025-05-04,1025,2064,401,2.0,705.7,12.0,Cash
250,2025-05-04,1196,2079,402,3.0,2851.62,10.0,Cash
251,2025-05-04,1039,2020,402,1.0,338.25,0.0,Cash
252,2025-05-04,1184,2056,401,3.0,1574.16,15.0,Online
254,2025-05-04,1156,2036,404,1.0,392.36,15.0,CreditCard
255,2025-05-04,1136,2030,403,3.0,509.91,4.0,Cash
256,2025-05-04,1049,2047,404,3.0,1674.9,12.0,CreditCard
257,2025-05-04,1196,2036,404,3.0,0.0,8.0,Online
258,2025-05-04,1041,2025,402,2.0,671.09,6.0,Cash
259,2025-05-04,1013,2082,404,2.0,1066.4,19.0,Cash
260,2025-05-04,1141,2013,401,2.0,748.29,8.0,Cash
261,2025-05-04,1021,2097,402,2.0,673.68,13.0,Cash
262,2025-05-04,1115,2065,402,3.0,1881.36,14.0,CreditCard
263,2025-05-04,1023,2028,404,2.0,510.35,18.0,Cash
264,2025-05-04,1006,2053,401,3.0,610.15,2.0,CreditCard
265,2025-05-04,1128,2047,402,3.0,1004.94,25.0,CreditCard
266,2025-05-04,1020,2047,402,0.0,669.96,18.0,Cash
267,2025-05-04,1081,2012,403,1.0,1682.61,24.0,Online
268,2025-05-04,1035,2004,403,3.0,927.25,17.0,CreditCard
269,2025-05-04,1178,2017,404,3.0,1854.8,3.0,CreditCard
270,2025-05-04,1157,2000,401,0.0,1938.62,16.0,Online
271,2025-05-04,1065,2027,402,3.0,775.83,5.0,Cash
273,2025-05-04,1077,2015,401,1.0,1822.42,22.0,Cash
274,2025-05-04,1107,2081,404,0.0,2238.66,14.0,Online
275,2025-05-04,1028,2063,401,1.0,994.43,3.0,Online
276,2025-05-04,1183,2018,403,3.0,2711.3,16.0,Online
277,2025-05-04,1000,2078,403,1.0,0.0,7.0,Online
278,2025-05-04,1146,2053,402,0.0,1220.3,23.0,CreditCard
279,2025-05-04,1134,2046,401,0.0,33.43,4.0,Online
280,2025-05-04,1099,2060,401,3.0,1633.52,15.0,Cash
281,2025-05-04,1095,2032,401,2.0,1512.96,12.0,Online
282,2025-05-04,1017,2044,402,0.0,207.58,0.0,CreditCard
283,2025-05-04,1197,2074,403,1.0,593.55,7.0,Cash
284,2025-05-04,1011,2045,403,1.0,842.78,15.0,CreditCard
285,2025-05-04,1199,2087,404,3.0,159.32,24.0,CreditCard
286,2025-05-04,1161,2023,402,0.0,939.54,18.0,Online
287,2025-05-04,1183,2099,404,0.0,1292.64,14.0,Cash
288,2025-05-04,1075,2025,401,1.0,0.0,16.0,CreditCard
289,2025-05-04,1010,2040,403,3.0,138.16,24.0,Cash
290,2025-05-04,1139,2060,403,0.0,1225.14,21.0,Cash
291,2025-05-04,1192,2082,402,2.0,213.28,18.0,Online
292,2025-05-04,1091,2099,401,2.0,1034.11,2.0,Cash
293,2025-05-04,1069,2015,403,3.0,2699.88,20.0,CreditCard
294,2025-05-04,1102,2095,404,3.0,1472.37,12.0,Online
296,2025-05-04,1094,2066,403,0.0,1032.12,3.0,CreditCard
297,2025-05-04,1186,2054,401,3.0,0.0,14.0,Online
298,2025-05-04,1154,2023,403,2.0,751.63,15.0,CreditCard
299,2025-05-04,1026,2010,403,2.0,62.27,15.0,CreditCard
300,2025-05-04,1078,2057,404,1.0,393.28,20.0,Online
301,2025-05-04,1176,2056,403,3.0,524.72,25.0,CreditCard
302,2025-05-04,1010,2093,403,3.0,0.0,4.0,CreditCard
303,2025-05-04,1070,2081,401,0.0,1492.44,3.0,CreditCard
304,2025-05-04,1171,2081,404,2.0,596.98,16.0,Online
305,2025-05-04,1131,2095,402,0.0,1472.37,2.0,Cash
306,2025-05-04,1036,2077,404,0.0,1123.66,24.0,CreditCard
307,2025-05-04,1032,2008,402,2.0,106.54,17.0,Online
308,2025-05-04,1092,2049,401,1.0,0.0,23.0,Cash
309,2025-05-04,1173,2057,403,2.0,349.58,7.0,Online
310,2025-05-04,1113,2097,401,1.0,757.89,5.0,Online
311,2025-05-04,1135,2046,404,2.0,80.23,17.0,CreditCard
312,2025-05-04,1166,2035,402,0.0,899.99,6.0,Online
313,2025-05-04,1006,2094,402,3.0,1480.05,21.0,Cash
314,2025-05-04,1132,2049,401,2.0,1503.74,1.0,Cash
315,2025-05-04,1198,2033,404,1.0,2257.88,9.0,Online
316,2025-05-04,1156,2036,404,1.0,784.73,18.0,Cash
317,2025-05-04,1031,2017,401,3.0,0.0,4.0,Online
318,2025-05-04,1044,2091,404,0.0,1811.58,2.0,CreditCard
319,2025-05-04,1174,2040,403,0.0,34.54,9.0,CreditCard
320,2025-05-04,1140,2069,403,2.0,557.74,4.0,Cash
321,2025-05-04,1040,2091,402,2.0,724.63,10.0,Online
322,2025-05-04,1130,2028,401,1.0,574.15,11.0,Cash
323,2025-05-04,1035,2030,404,0.0,339.94,8.0,CreditCard
324,2025-05-04,1092,2070,403,3.0,102.54,15.0,Cash
325,2025-05-04,1141,2016,401,0.0,0.0,18.0,Cash
326,2025-05-04,1079,2050,404,3.0,186.78,2.0,Online
327,2025-05-04,1196,2052,401,1.0,2632.54,21.0,Online
328,2025-05-04,1081,2082,401,3.0,1066.4,6.0,Cash
329,2025-05-04,1119,2087,403,1.0,0.0,17.0,Cash
330,2025-05-04,1199,2070,402,1.0,30.76,11.0,CreditCard
331,2025-05-04,1110,2064,401,0.0,0.0,20.0,Online
332,2025-05-04,1132,2019,403,1.0,1681.07,19.0,CreditCard
333,2025-05-04,1041,2041,402,2.0,643.37,14.0,Online
334,2025-05-04,1132,2036,401,2.0,348.77,9.0,Online
335,2025-05-04,1050,2081,403,1.0,2686.39,13.0,Online
336,2025-05-04,1160,2038,401,1.0,0.0,15.0,Cash
337,2025-05-04,1151,2074,402,1.0,1187.1,16.0,Online
338,2025-05-04,1168,2079,403,0.0,1901.08,19.0,Cash
339,2025-05-04,1007,2010,401,2.0,62.27,22.0,Cash
340,2025-05-04,1166,2026,404,0.0,0.0,25.0,CreditCard
341,2025-05-04,1127,2080,403,2.0,1997.42,4.0,CreditCard
342,2025-05-04,1123,2031,404,2.0,1356.72,1.0,CreditCard
343,2025-05-04,1116,2009,401,1.0,119.36,14.0,Cash
344,2025-05-04,1112,2053,404,3.0,0.0,22.0,CreditCard
345,2025-05-04,1052,2043,402,2.0,698.76,10.0,CreditCard
346,2025-05-04,1183,2040,403,3.0,103.62,15.0,Cash
348,2025-05-04,1081,2030,404,0.0,339.94,12.0,Cash
349,2025-05-04,1068,2057,402,1.0,1179.85,17.0,CreditCard
350,2025-05-04,1024,2006,403,3.0,594.0,25.0,CreditCard
351,2025-05-04,1157,2053,402,1.0,1098.27,23.0,CreditCard
352,2025-05-04,1083,2073,403,1.0,2247.44,12.0,CreditCard
353,2025-05-04,1195,2020,404,3.0,1879.15,21.0,Cash
354,2025-05-04,1127,2039,404,0.0,1952.88,19.0,CreditCard
355,2025-05-04,1023,2050,404,1.0,0.0,24.0,Cash
356,2025-05-04,1055,2074,403,0.0,1978.5,15.0,Cash
357,2025-05-04,1012,2036,404,3.0,653.94,21.0,Online
358,2025-05-04,1073,2068,401,0.0,2460.72,21.0,Online
359,2025-05-04,1110,2017,403,2.0,370.96,24.0,Online
360,2025-05-04,1195,2051,403,0.0,117.32,6.0,Cash
361,2025-05-04,1102,2006,402,2.0,792.0,16.0,Online
362,2025-05-04,1141,2036,401,3.0,871.92,24.0,CreditCard
363,2025-05-04,1129,2057,403,0.0,1747.92,11.0,Cash
364,2025-05-04,1032,2012,404,2.0,997.1,18.0,Online
365,2025-05-04,1086,2071,403,1.0,553.64,14.0,Cash
366,2025-05-04,1050,2077,404,0.0,561.83,5.0,Online
367,2025-05-04,1011,2004,402,2.0,0.0,19.0,Online
368,2025-05-04,1121,2066,404,1.0,0.0,13.0,Cash
369,2025-05-04,1155,2065,402,2.0,1128.82,1.0,Online
370,2025-05-04,1156,2040,402,3.0,138.16,25.0,Online
371,2025-05-04,1157,2094,403,2.0,1578.72,12.0,CreditCard
372,2025-05-04,1129,2065,404,2.0,752.54,16.0,CreditCard
373,2025-05-04,1121,2002,403,2.0,2771.2,9.0,Cash
374,2025-05-04,1172,2014,404,2.0,197.04,21.0,CreditCard
375,2025-05-04,1185,2088,401,3.0,2128.05,8.0,CreditCard
376,2025-05-04,1067,2083,402,0.0,0.0,8.0,CreditCard
377,2025-05-04,1149,2061,402,3.0,1199.52,24.0,Cash
378,2025-05-04,1037,2087,402,0.0,318.64,6.0,CreditCard
379,2025-05-04,1146,2089,401,1.0,744.34,6.0,CreditCard
380,2025-05-04,1004,2056,403,3.0,2098.88,5.0,CreditCard
381,2025-05-04,1038,2052,402,3.0,2193.78,23.0,CreditCard
383,2025-05-04,1180,2017,402,2.0,741.92,6.0,Cash
384,2025-05-04,1169,2061,404,2.0,319.87,21.0,Cash
385,2025-05-04,1044,2058,403,2.0,1066.8,24.0,Online
387,2025-05-04,1049,2031,403,2.0,1356.72,3.0,Cash
388,2025-05-04,1057,2038,403,1.0,2501.58,9.0,CreditCard
389,2025-05-04,1176,2090,404,2.0,343.87,9.0,Online
390,2025-05-04,1122,2044,403,2.0,166.06,16.0,CreditCard
391,2025-05-04,1031,2073,404,3.0,1498.29,10.0,CreditCard
392,2025-05-04,1088,2098,402,2.0,726.29,23.0,Cash
393,2025-05-04,1010,2036,401,2.0,348.77,24.0,CreditCard
394,2025-05-04,1113,2083,403,3.0,3072.64,14.0,Cash
395,2025-05-04,1054,2025,403,2.0,671.09,14.0,Cash
396,2025-05-04,1035,2013,402,1.0,1683.65,18.0,Online
397,2025-05-04,1012,2085,402,1.0,217.94,10.0,CreditCard
398,2025-05-04,1013,2012,404,2.0,1994.21,0.0,Cash
399,2025-05-04,1183,2060,401,1.0,367.54,0.0,CreditCard
400,2025-05-04,1001,2070,402,3.0,102.54,18.0,Cash
401,2025-05-04,1167,2060,404,1.0,735.08,12.0,Online
402,2025-05-04,1193,2036,403,2.0,348.77,19.0,CreditCard
403,2025-05-04,1165,2007,401,1.0,0.0,4.0,Online
404,2025-05-04,1136,2094,401,1.0,1776.06,22.0,Cash
405,2025-05-04,1106,2022,401,3.0,671.18,18.0,CreditCard
406,2025-05-04,1126,2023,403,0.0,0.0,16.0,Cash
407,2025-05-04,1002,2038,401,2.0,1482.42,4.0,Cash
408,2025-05-04,1072,2058,404,1.0,1200.15,11.0,Cash
409,2025-05-04,1129,2059,403,1.0,1382.54,6.0,Cash
410,2025-05-04,1028,2042,402,3.0,502.83,23.0,Online
411,2025-05-04,1165,2032,402,0.0,0.0,5.0,Cash
412,2025-05-04,1188,2043,403,1.0,1572.21,3.0,Online
413,2025-05-04,1044,2078,404,3.0,426.03,13.0,Cash
414,2025-05-04,1131,2041,401,3.0,3216.84,10.0,Cash
415,2025-05-04,1171,2012,402,1.0,1121.74,4.0,Online
416,2025-05-04,1122,2041,402,0.0,1608.42,13.0,CreditCard
417,2025-05-04,1066,2049,402,3.0,0.0,17.0,CreditCard
418,2025-05-04,1192,2034,403,2.0,326.81,10.0,Cash
419,2025-05-04,1149,2092,401,2.0,1157.3,14.0,CreditCard
420,2025-05-04,1167,2046,402,0.0,133.72,24.0,Cash
421,2025-05-04,1170,2015,404,2.0,0.0,23.0,CreditCard
422,2025-05-04,1040,2051,403,0.0,469.28,13.0,CreditCard
423,2025-05-04,1163,2037,403,1.0,0.0,24.0,CreditCard
424,2025-05-04,1056,2017,404,1.0,834.66,20.0,Online
425,2025-05-04,1116,2095,403,3.0,490.79,14.0,Online
426,2025-05-04,1179,2070,404,1.0,61.52,4.0,Cash
427,2025-05-04,1195,2031,401,3.0,1695.9,20.0,Online
428,2025-05-04,1135,2090,403,0.0,0.0,8.0,CreditCard
429,2025-05-04,1144,2014,401,1.0,443.34,2.0,Online
430,2025-05-04,1146,2068,402,1.0,2952.86,13.0,CreditCard
431,2025-05-04,1083,2066,404,0.0,516.06,3.0,Cash
